num_robot,opti_t,opti_w_a,opti_w_omega,opti_w_penalty0,opti_w_formation,opti_w_topo,opti_w_sfc,seed,trial,trial_success,solve_success,success_strict,success_any_solution,success_feasible,final_infeasibility,n_solutions,time_topo_s,time_filter_s,time_coarse_s,time_to_s,time_total_s,outer_iters,inner_iters,tf_s,distance_m,config_timed_out
4,1,1,1,10000,1,1,1,277,18,1,0,0,1,1,6.72939e-05,4,0.577366,0.0011011,1.836,6.49237,55.7362,1,8,229.799,93.4003,0
4,1,1,1,10000,1,1,1,277,19,1,0,0,1,1,2.49356e-06,4,0.553395,0.00154594,1.621,6.8565,17.0335,1,2,147.506,83.6033,0
4,1,1,1,10000,1,1,1,277,20,1,0,0,1,1,9.11141e-08,4,0.647954,0.00136997,1.656,7.10792,91.2698,1,13,227.66,102.866,0
4,1,1,1,10000,1,1,1,277,21,1,0,0,1,1,6.40177e-06,4,0.517438,0.00103988,1.859,8.13317,50.9247,1,6,147.459,86.7498,0
4,1,1,1,10000,1,1,1,277,22,1,0,0,1,1,3.20725e-05,4,0.581707,0.00104761,1.7,6.29962,52.2128,1,8,169.605,86.6542,0
4,1,1,1,10000,1,1,1,277,23,1,0,0,1,1,2.41157e-06,4,0.621306,0.000924833,1.646,7.502,14.3734,1,1,137.788,79.8237,0
4,1,1,1,10000,1,1,1,277,24,0,0,0,1,0,nan,4,0.554921,0.0012772,1.819,0,7.29266,1,0,35.5029,62.6016,0
4,1,1,1,10000,1,1,1,277,25,1,0,0,1,1,1.59789e-05,4,0.525922,0.00122896,1.736,7.2876,38.6414,1,5,137.788,80.0269,0
4,1,1,1,10000,1,1,1,277,26,1,0,0,1,1,1.68933e-05,4,0.525264,0.00101175,1.645,6.735,76.436,1,11,204.338,92.2046,0
4,1,1,1,10000,1,1,1,277,27,1,0,0,1,1,3.57594e-05,4,0.523247,0.00104662,1.716,6.9828,37.367,1,5,140.267,82.7711,0
4,1,1,1,10000,1,1,1,277,28,1,0,0,1,1,6.05703e-05,4,0.587757,0.00123284,1.752,8.6955,22.9546,1,2,166.556,86.1363,0
4,1,1,1,10000,1,1,1,277,29,1,0,0,1,1,9.04558e-05,4,0.715508,0.00101718,1.84,8.4695,40.7317,1,4,181.448,89.7024,0
4,1,1,1,10000,1,0,1,1277,0,1,0,0,1,1,9.87405e-06,4,0.602382,0.00153113,1.471,7.714,10.004,1,1,48.9395,64.6093,0
4,1,1,1,10000,1,0,1,1277,1,0,0,0,1,0,nan,4,0.535999,0.00103795,1.606,0,2.55136,1,0,35.5029,62.6019,0
4,1,1,1,10000,1,0,1,1277,2,1,0,0,1,1,5.74666e-05,4,0.511614,0.00101108,1.69,7.79025,31.6093,1,4,47.1717,64.3771,0
4,1,1,1,10000,1,0,1,1277,3,1,0,0,1,1,6.54332e-09,4,0.721098,0.0016556,1.6,8.797,18.2642,1,2,138.051,70.6375,0
4,1,1,1,10000,1,0,1,1277,4,1,0,0,1,1,1.71079e-06,4,0.96277,0.00186372,2.76,8.86212,68.4284,1,8,58.0884,65.4154,0
4,1,1,1,10000,1,0,1,1277,5,1,0,0,1,1,5.90639e-06,4,0.598549,0.00128414,2.355,9.245,22.8932,1,2,64.2113,64.7659,0
4,1,1,1,10000,1,0,1,1277,6,1,0,0,1,1,4.3866e-08,4,0.541034,0.00103261,2.077,8.4595,18.3936,1,2,110.025,67.0803,0
4,1,1,1,10000,1,0,1,1277,7,0,0,0,1,0,nan,4,0.609778,0.00124398,1.685,0,3.9107,1,0,35.5029,62.602,0
4,1,1,1,10000,1,0,1,1277,8,0,0,0,1,0,nan,4,0.599339,0.00126614,1.62,0,4.07946,1,0,35.5029,62.6034,0
4,1,1,1,10000,1,0,1,1277,9,0,0,0,1,0,nan,4,0.523932,0.00105619,1.64,0,5.13332,1,0,35.5029,62.6037,0
4,1,1,1,10000,1,0,1,1277,10,1,0,0,1,1,6.04436e-08,4,0.658483,0.00100979,2.365,9.4555,21.9894,1,2,76.329,65.5734,0
4,1,1,1,10000,1,0,1,1277,11,0,0,0,1,0,nan,4,0.96662,0.00104901,2.275,0,6.05326,1,0,35.5029,62.6024,0
4,1,1,1,10000,1,0,1,1277,12,1,0,0,1,1,9.0223e-09,4,0.645122,0.00135421,2.009,7.9385,18.8823,1,2,126.664,70.2708,0
4,1,1,1,10000,1,0,1,1277,13,1,0,0,1,1,7.88251e-05,4,0.552764,0.00119041,1.768,8.269,49.93,1,6,48.119,65.086,0
4,1,1,1,10000,1,0,1,1277,14,1,0,0,1,1,3.72984e-05,4,0.553986,0.00118626,1.631,8.82967,29.3121,1,3,76.8274,67.9573,0
4,1,1,1,10000,1,0,1,1277,15,1,0,0,1,1,1.56913e-06,4,0.751466,0.00145037,2.004,8.0058,43.5864,1,5,39.1845,63.0268,0
4,1,1,1,10000,1,0,1,1277,16,1,0,0,1,1,1.19554e-07,4,0.572343,0.000957627,2.081,7.825,32.3654,1,4,43.3176,63.8829,0
4,1,1,1,10000,1,0,1,1277,17,0,0,0,1,0,0.000159173,4,0.557612,0.00107487,2.122,7.3725,21.3218,1,2,48.1397,63.6531,0
4,1,1,1,10000,1,0,1,1277,18,1,0,0,1,1,3.84165e-08,4,0.579355,0.00113515,1.743,8.51475,37.4792,1,4,56.5327,68.4844,0
4,1,1,1,10000,1,0,1,1277,19,1,0,0,1,1,5.48911e-07,4,0.528695,0.00113224,1.671,7.56667,46.5195,1,6,41.1111,63.461,0
4,1,1,1,10000,1,0,1,1277,20,1,0,0,1,1,4.43408e-05,4,0.609705,0.00106832,1.715,7.381,33.4176,1,4,62.5209,65.6563,0
4,1,1,1,10000,1,0,1,1277,21,1,0,0,1,1,1.07599e-06,4,0.53585,0.00109008,1.763,8.737,21.5469,1,2,36.6364,61.1024,0
4,1,1,1,10000,1,0,1,1277,22,0,0,0,1,0,nan,4,0.732153,0.00134781,1.752,0,7.88295,1,0,35.5029,62.6041,0
4,1,1,1,10000,1,0,1,1277,23,0,0,0,1,0,nan,4,0.615255,0.00159698,2.201,0,7.73349,1,0,35.5029,62.6032,0
4,1,1,1,10000,1,0,1,1277,24,0,0,0,1,0,nan,4,0.609546,0.00333169,1.644,0,7.45978,1,0,35.5029,62.6033,0
4,1,1,1,10000,1,0,1,1277,25,1,0,0,1,1,1.2891e-06,4,0.56465,0.00117786,1.721,7.79933,91.5675,1,12,38.7616,62.7716,0
4,1,1,1,10000,1,0,1,1277,26,1,0,0,1,1,1.19432e-06,4,0.553226,0.00114572,1.73,7.668,15.4766,1,1,45.4642,63.9177,0
4,1,1,1,10000,1,0,1,1277,27,1,0,0,1,1,2.0937e-06,4,0.494023,0.0012682,1.819,7.272,31.9479,1,4,39.5346,62.3388,0
4,1,1,1,10000,1,0,1,1277,28,1,1,1,1,1,2.29757e-06,4,0.594126,0.00107544,1.646,7.64293,114.983,1,15,38.7809,62.0967,0
4,1,1,1,10000,1,0,1,1277,29,1,0,0,1,1,1.8402e-09,4,0.592519,0.00119964,1.808,8.157,21.8127,1,2,149.852,70.4631,0
4,1,1,1,10000,1,0.5,1,2277,0,1,0,0,1,1,3.37192e-05,4,0.594379,0.00183096,1.441,8.05017,47.9052,1,6,221.837,96.5632,0
4,1,1,1,10000,1,0.5,1,2277,1,0,0,0,1,0,3.3862e+10,4,0.470652,0.00128449,1.454,0,9.54175,1,0,36.0556,922.346,0
4,1,1,1,10000,1,0.5,1,2277,2,0,0,0,1,0,nan,4,0.441537,0.000964086,1.318,0,2.29061,1,0,35.5029,62.601,0
4,1,1,1,10000,1,0.5,1,2277,3,0,0,0,1,0,nan,4,0.38855,0.000810748,1.258,0,2.28545,1,0,35.5029,62.6014,0
4,1,1,1,10000,1,0.5,1,2277,4,1,0,0,1,1,1.47993e-06,4,0.394679,0.000784564,1.294,6.346,12.1845,1,2,154.382,101.024,0
4,1,1,1,10000,1,0.5,1,2277,5,0,0,0,1,0,nan,4,0.430237,0.000800471,1.311,0,2.68518,1,0,35.5029,62.6073,0
4,1,1,1,10000,1,0.5,1,2277,6,1,0,0,1,1,3.96573e-05,4,0.410118,0.00076334,1.336,7.5405,61.5522,1,8,216.468,99.7565,0
4,1,1,1,10000,1,0.5,1,2277,7,1,0,0,1,1,3.4137e-05,4,0.438902,0.000825693,1.491,8.5725,51.4595,1,6,161.258,89.9418,0
4,1,1,1,10000,1,0.5,1,2277,8,1,0,0,1,1,3.68489e-05,4,0.737202,0.00145994,2.374,7.83871,56.6229,1,7,201.42,92.9947,0
4,1,1,1,10000,1,0.5,1,2277,9,1,0,0,1,1,2.07458e-05,4,0.492855,0.000961289,1.543,9.47171,66.2089,1,7,176.56,93.0344,0
4,1,1,1,10000,1,0.5,1,2277,10,1,0,0,1,1,3.81198e-08,4,0.606207,0.00143244,1.861,7.511,33.0092,1,4,228.245,109.489,0
4,1,1,1,10000,1,0.5,1,2277,11,1,0,0,1,1,3.4432e-07,4,0.50012,0.00100492,2.071,6.571,22.9337,1,3,168.33,107.08,0
4,1,1,1,10000,1,0.5,1,2277,12,1,0,0,1,1,4.14577e-05,4,0.447746,0.00145794,1.598,7.33333,46.6386,1,6,189.261,90.3274,0
4,1,1,1,10000,1,0.5,1,2277,13,1,0,0,1,1,3.44795e-05,4,0.526275,0.00092325,1.465,7.153,9.82247,1,1,255.583,97.7895,0
4,1,1,1,10000,1,0.5,1,2277,14,1,0,0,1,1,3.11497e-05,4,0.483089,0.000964245,2.379,7.70467,50.4609,1,6,204,95.6867,0
4,1,1,1,10000,1,0.5,1,2277,15,1,0,0,1,1,2.72392e-07,4,0.565018,0.0010275,1.747,7.49646,96.7037,1,13,204.917,124.021,0
4,1,1,1,10000,1,0.5,1,2277,16,1,0,0,1,1,4.33487e-05,4,0.490059,0.000985009,1.889,7.52911,67.4137,1,9,264.625,107.222,0
4,1,1,1,10000,1,0.5,1,2277,17,0,0,0,1,0,3.4586e+10,4,0.494746,0.00112537,1.714,0,13.6868,1,0,35.7464,927.096,0
4,1,1,1,10000,1,0.5,1,2277,18,1,0,0,1,1,4.04065e-05,4,0.472529,0.000968682,1.719,7.45267,26.2519,1,3,214.963,100.189,0
4,1,1,1,10000,1,0.5,1,2277,19,1,0,0,1,1,4.07818e-05,4,0.524259,0.00140206,1.849,7.5875,19.3694,1,2,203.444,96.409,0
4,1,1,1,10000,1,0.5,1,2277,20,0,0,0,1,0,nan,4,0.533117,0.00239457,1.706,0,6.26834,1,0,35.5029,62.6016,0
4,1,1,1,10000,1,0.5,1,2277,21,1,0,0,1,1,3.64857e-05,4,0.550978,0.000955443,1.705,7.51933,27.1998,1,3,209.9,97.337,0
4,1,1,1,10000,1,0.5,1,2277,22,0,0,0,1,0,11695.8,4,0.531466,0.00108708,1.743,8.62014,62.6163,1,7,444.188,236.564,0
4,1,1,1,10000,1,0.5,1,2277,23,0,0,0,1,0,nan,4,0.503368,0.00120857,1.749,0,6.76412,1,0,35.5029,62.6064,0
4,1,1,1,10000,1,0.5,1,2277,24,1,0,0,1,1,3.66824e-05,4,0.63121,0.00141506,1.789,8.111,29.5374,1,3,175.315,90.9138,0
4,1,1,1,10000,1,0.5,1,2277,25,1,0,0,1,1,3.49777e-05,4,0.861336,0.00150807,1.872,7.6844,41.8671,1,5,184.436,88.5823,0
4,1,1,1,10000,1,0.5,1,2277,26,1,0,0,1,1,4.13431e-05,4,0.547746,0.00103488,1.641,7.55386,58.1689,1,7,228.17,102.829,0
4,1,1,1,10000,1,0.5,1,2277,27,1,0,0,1,1,3.21305e-07,4,-1.67012,0.00104734,1.67,6.89662,60.4721,1,8,220.111,130.685,0
4,1,1,1,10000,1,0.5,1,2277,28,1,0,0,1,1,3.79238e-05,4,0.501103,0.00102218,1.653,7.6148,77.3487,1,10,268.346,105.963,0
4,1,1,1,10000,1,0.5,1,2277,29,1,0,0,1,1,4.19428e-05,4,0.530038,0.00109057,1.746,7.891,22.6338,1,2,226.144,94.6394,0
4,1,1,1,10000,1,1.5,1,3277,0,1,0,0,1,1,1.19028e-06,4,0.552142,0.00194616,2.09,7.7375,16.3588,1,2,74.1652,70.7987,0
4,1,1,1,10000,1,1.5,1,3277,1,0,0,0,1,0,1.82614e+12,4,0.535244,0.00111075,2.069,0,10.1946,1,0,35.8949,1287.3,0
4,1,1,1,10000,1,1.5,1,3277,2,1,0,0,1,1,1.68924e-07,4,0.555482,0.00115034,2.296,6.9936,36.4569,1,5,66.6467,67.774,0
4,1,1,1,10000,1,1.5,1,3277,3,1,0,0,1,1,1.31378e-07,4,0.57387,0.00160321,2.148,7.15067,63.8383,1,9,76.7682,73.947,0
4,1,1,1,10000,1,1.5,1,3277,4,1,0,0,1,1,2.71434e-06,4,0.532388,0.00114693,2.092,6.878,22.4253,1,3,75.6724,72.3122,0
4,1,1,1,10000,1,1.5,1,3277,5,1,0,0,1,1,3.04139e-06,4,0.507515,0.00111117,2.199,7.739,24.8777,1,3,74.4969,72.481,0
4,1,1,1,10000,1,1.5,1,3277,6,0,0,0,1,0,nan,4,0.561194,0.0013389,2.267,0,4.14113,1,0,35.8955,69.5112,0
4,1,1,1,10000,1,1.5,1,3277,7,1,0,0,1,1,7.669e-06,4,0.543376,0.00105167,2.256,7.48013,60.3977,1,8,62.0158,74.2576,0
4,1,1,1,10000,1,1.5,1,3277,8,1,0,0,1,1,8.71725e-06,4,0.527403,0.00100508,2.126,6.45575,28.2655,1,4,68.4743,72.5356,0
4,1,1,1,10000,1,1.5,1,3277,9,1,0,0,1,1,6.55864e-06,4,0.635424,0.0011247,2.085,7.276,31.693,1,4,74.7146,72.2165,0
4,1,1,1,10000,1,1.5,1,3277,10,1,0,0,1,1,1.44592e-06,4,0.519096,0.000992401,2.371,7.4555,17.844,1,2,72.7896,69.9165,0
4,1,1,1,10000,1,1.5,1,3277,11,1,0,0,1,1,2.29199e-06,4,0.539162,0.00107483,2.051,7.657,20.3248,1,2,68.8583,71.0637,0
4,1,1,1,10000,1,1.5,1,3277,12,1,0,0,1,1,3.18678e-06,4,0.49728,0.000971562,2.177,7.19417,44.1529,1,6,74.3754,74.9809,0
4,1,1,1,10000,1,1.5,1,3277,13,0,0,0,1,0,1.82539e+12,4,0.557961,0.00133423,2.081,0,12.6196,1,0,35.8948,1289.36,0
4,1,1,1,10000,1,1.5,1,3277,14,0,0,0,1,0,nan,4,0.488638,0.000974122,2.14,0,5.57305,1,0,35.8955,69.5104,0
4,1,1,1,10000,1,1.5,1,3277,15,1,0,0,1,1,1.8932e-06,4,-1.8127,0.000967121,2.086,7.24818,81.5217,1,11,62.8589,74.8252,0
4,1,1,1,10000,1,1.5,1,3277,16,1,0,0,1,1,9.07417e-06,4,0.52479,0.000971297,2.072,5.947,15.5853,1,2,51.0863,67.868,0
4,1,1,1,10000,1,1.5,1,3277,17,1,0,0,1,1,1.85465e-06,4,0.545526,0.000972882,2.079,6.93614,52.6661,1,7,51.6388,70.317,0
4,1,1,1,10000,1,1.5,1,3277,18,0,0,0,1,0,nan,4,0.510122,0.00110256,2.126,0,4.05922,1,0,35.8955,69.5134,0
4,1,1,1,10000,1,1.5,1,3277,19,1,0,0,1,1,2.03706e-06,4,0.506329,0.000931027,2.046,7.5425,34.4501,1,4,67.1408,73.8056,0
4,1,1,1,10000,1,1.5,1,3277,20,1,0,0,1,1,3.78405e-06,4,0.494064,0.00127949,2.243,7.4295,62.0479,1,8,59.938,73.5259,0
4,1,1,1,10000,1,1.5,1,3277,21,1,0,0,1,1,9.90791e-06,4,0.61524,0.00102094,2.105,7.278,14.2429,1,1,65.206,67.433,0
4,1,1,1,10000,1,1.5,1,3277,22,1,0,0,1,1,2.24725e-06,4,0.508942,0.000995538,2.093,7.2075,19.3578,1,2,72.3422,71.2653,0
4,1,1,1,10000,1,1.5,1,3277,23,0,0,0,1,0,nan,4,0.509921,0.00106254,2.256,0,7.37136,1,0,35.8955,69.5054,0
4,1,1,1,10000,1,1.5,1,3277,24,0,0,0,1,0,nan,4,0.508645,0.00097714,2.119,0,5.14895,1,0,35.8955,69.515,0
4,1,1,1,10000,1,1.5,1,3277,25,1,0,0,1,1,6.28704e-07,4,0.566327,0.00107566,2.092,6.75,46.1093,1,6,81.5635,71.6782,0
4,1,1,1,10000,1,1.5,1,3277,26,1,0,0,1,1,1.80749e-06,4,0.515118,0.0012051,2.135,7.48,13.1681,1,1,67.7001,68.4126,0
4,1,1,1,10000,1,1.5,1,3277,27,1,0,0,1,1,2.18719e-07,4,0.530671,0.00122981,2.257,6.50713,58.4015,1,8,57.9784,71.9357,0
4,1,1,1,10000,1,1.5,1,3277,28,1,0,0,1,1,1.10512e-06,4,0.5367,0.00125985,2.38,7.83167,51.4539,1,6,65.8291,73.4751,0
4,1,1,1,10000,1,1.5,1,3277,29,1,0,0,1,1,7.12063e-06,4,0.511825,0.00128025,2.172,7.678,22.2595,1,2,70.0513,70.6055,0
4,1,1,1,10000,1,2,1,4277,0,1,0,0,1,1,2.49267e-06,4,0.504169,0.00122717,1.444,7.852,10.1177,1,1,137.81,80.4212,0
4,1,1,1,10000,1,2,1,4277,1,0,0,0,1,0,1.78011e+12,4,0.528867,0.00102553,1.613,0,7.90679,1,0,35.657,2549.42,0
4,1,1,1,10000,1,2,1,4277,2,1,0,0,1,1,4.99468e-06,4,0.504491,0.00100773,1.489,8.94667,27.5238,1,3,147.468,86.5133,0
4,1,1,1,10000,1,2,1,4277,3,0,0,0,1,0,nan,4,0.723076,0.0017954,2.523,0,4.11349,1,0,35.5029,62.6033,0
4,1,1,1,10000,1,2,1,4277,4,0,0,0,1,0,nan,4,0.766656,0.00133977,2.02,0,3.93106,1,0,35.5029,62.6016,0
4,1,1,1,10000,1,2,1,4277,5,1,0,0,1,1,2.22142e-06,4,0.52326,0.00224356,1.586,7.732,11.1385,1,1,138.016,80.7581,0
4,1,1,1,10000,1,2,1,4277,6,0,0,0,1,0,nan,4,0.621129,0.00103976,1.728,0,3.82688,1,0,35.5029,62.6014,0
4,1,1,1,10000,1,2,1,4277,7,1,0,0,1,1,1.12448e-06,4,0.6278,0.00161076,1.659,6.89283,40.6729,1,6,144.613,80.0938,0
4,1,1,1,10000,1,2,1,4277,8,1,0,0,1,1,4.97917e-06,4,0.546409,0.00133711,1.595,9.18267,29.5317,1,3,147.471,85.7767,0
4,1,1,1,10000,1,2,1,4277,9,0,0,0,1,0,nan,4,0.774638,0.00123416,1.941,0,4.65282,1,0,35.5029,62.6029,0
4,1,1,1,10000,1,2,1,4277,10,1,0,0,1,1,2.68611e-06,4,0.512812,0.00129675,1.604,7.489,11.8825,1,1,137.788,80.4248,0
4,1,1,1,10000,1,2,1,4277,11,0,0,0,1,0,nan,4,0.506121,0.000985846,1.67,0,2.1299,1,0,35.5029,62.5996,0
4,1,1,1,10000,1,2,1,4277,12,1,0,0,1,1,3.25131e-06,4,0.500011,0.00117697,1.675,7.669,12.4543,1,1,137.82,80.6918,0
4,1,1,1,10000,1,2,1,4277,13,0,0,0,1,0,nan,4,0.494634,0.000969488,1.624,0,4.85929,1,0,35.5029,62.603,0
4,1,1,1,10000,1,2,1,4277,14,0,0,0,1,0,nan,4,0.52428,0.000990762,1.619,0,5.08274,1,0,35.5029,62.6052,0
4,1,1,1,10000,1,2,1,4277,15,0,0,0,1,0,nan,4,0.491438,0.000957191,1.647,0,2.94839,1,0,35.5029,62.6037,0
4,1,1,1,10000,1,2,1,4277,16,1,0,0,1,1,1.55659e-06,4,0.503939,0.000962976,1.528,5.68075,28.2709,1,4,147.523,88.1296,0
4,1,1,1,10000,1,2,1,4277,17,1,0,0,1,1,1.82991e-06,4,0.496507,0.0010378,1.605,7.49433,26.0154,1,3,144.065,84.0031,0
4,1,1,1,10000,1,2,1,4277,18,1,0,0,1,1,4.83749e-06,4,0.53556,0.00117182,1.581,7.53275,33.7156,1,4,147.47,87.3985,0
4,1,1,1,10000,1,2,1,4277,19,0,0,0,1,0,nan,4,0.501512,0.0010511,1.634,0,3.70909,1,0,35.5029,62.6023,0
4,1,1,1,10000,1,2,1,4277,20,1,0,0,1,1,5.31246e-06,4,0.54201,0.00102955,1.604,7.8866,43.5039,1,5,137.829,77.4273,0
4,1,1,1,10000,1,2,1,4277,21,1,0,0,1,1,1.96352e-07,4,0.619901,0.00122385,1.792,7.25933,46.0383,1,6,151.386,81.7061,0
4,1,1,1,10000,1,2,1,4277,22,1,0,0,1,1,6.04991e-06,4,0.634047,0.00109899,1.91,7.75633,52.1018,1,6,147.27,83.5151,0
4,1,1,1,10000,1,2,1,4277,23,0,0,0,1,0,nan,4,0.552365,0.00110966,2.174,0,5.81062,1,0,35.5029,62.6032,0
4,1,1,1,10000,1,2,1,4277,24,0,0,0,1,0,nan,4,0.684508,0.0013873,1.819,0,7.51438,1,0,35.5029,62.6057,0
4,1,1,1,10000,1,2,1,4277,25,1,0,0,1,1,2.12317e-06,4,0.495775,0.0011812,1.667,7.6445,20.4932,1,2,139.292,82.8978,0
4,1,1,1,10000,1,2,1,4277,26,1,0,0,1,1,2.61792e-06,4,0.529451,0.00136901,1.661,7.7175,22.9485,1,2,137.807,83.2621,0
4,1,1,1,10000,1,2,1,4277,27,1,0,0,1,1,9.50925e-07,4,0.522249,0.00208601,1.643,8.21029,61.6593,1,7,143.708,85.1914,0
4,1,1,1,10000,1,2,1,4277,28,1,0,0,1,1,1.64605e-05,4,0.500157,0.00140979,1.713,8.406,54.5891,1,6,146.675,82.8494,0
4,1,1,1,10000,1,2,1,4277,29,1,0,0,1,1,1.18013e-06,4,0.521026,0.00107764,1.682,8.23912,67.9913,1,8,144.566,84.3296,0
4,1,1,1,10000,1,1,0,5277,0,1,0,0,1,1,7.28959e-05,4,0.512452,0.00139277,1.863,9.695,12.6719,1,1,138.607,73.0349,0
4,1,1,1,10000,1,1,0,5277,1,0,0,0,1,0,nan,4,0.662977,0.00119319,1.725,0,2.77866,1,0,35.5029,62.6019,0
4,1,1,1,10000,1,1,0,5277,2,0,0,0,1,0,nan,4,0.528505,0.00161602,1.977,0,3.32764,1,0,35.5029,62.6008,0
4,1,1,1,10000,1,1,0,5277,3,0,0,0,1,0,nan,4,0.543194,0.00103385,1.9,0,3.36876,1,0,35.5029,62.6009,0
4,1,1,1,10000,1,1,0,5277,4,1,0,0,1,1,6.39789e-05,4,-1.41388,0.00288486,2.302,7.33467,26.6074,1,3,145.381,72.2406,0
4,1,1,1,10000,1,1,0,5277,5,1,0,0,1,1,4.3529e-06,4,0.520468,0.0010156,1.64,8.484,9.67483,1,1,137.841,71.8969,0
4,1,1,1,10000,1,1,0,5277,6,1,0,0,1,1,9.67909e-05,4,0.525918,0.00102773,2.209,7.53278,67.5788,1,9,138.566,77.5446,0
4,1,1,1,10000,1,1,0,5277,7,0,0,0,1,0,nan,4,0.599204,0.00120819,1.757,0,3.98587,1,0,35.5029,62.6002,0
4,1,1,1,10000,1,1,0,5277,8,1,0,0,1,1,6.35667e-05,4,0.497558,0.000968249,1.789,7.371,23.9961,1,3,138.686,74.1798,0
4,1,1,1,10000,1,1,0,5277,9,1,0,0,1,1,2.50412e-06,4,0.575853,0.00106034,1.763,8.01,12.3206,1,1,137.817,71.8649,0
4,1,1,1,10000,1,1,0,5277,10,1,0,0,1,1,6.10981e-05,4,0.523321,0.00106469,1.695,7.53142,88.1599,1,12,139.678,74.7868,0
4,1,1,1,10000,1,1,0,5277,11,1,0,0,1,1,6.76848e-05,4,0.563187,0.00101784,1.642,7.51633,44.9519,1,6,138.617,75.5425,0
4,1,1,1,10000,1,1,0,5277,12,1,0,0,1,1,2.78055e-06,4,0.66121,0.00139576,1.865,7.95633,26.6864,1,3,137.811,75.9006,0
4,1,1,1,10000,1,1,0,5277,13,1,0,0,1,1,6.17581e-05,4,0.473466,0.000917401,1.771,7.5005,48.0745,1,6,140.58,73.2645,0
4,1,1,1,10000,1,1,0,5277,14,0,0,0,1,0,nan,4,0.494757,0.00108951,1.563,0,2.64646,1,0,35.5029,62.6023,0
4,1,1,1,10000,1,1,0,5277,15,0,0,0,1,0,2.52049e+11,4,0.522016,0.00116912,1.665,0,12.619,1,0,35.5447,1575.2,0
4,1,1,1,10000,1,1,0,5277,16,1,0,0,1,1,2.23031e-06,4,0.623391,0.000924294,1.757,7.182,24.8194,1,3,138.358,76.4082,0
4,1,1,1,10000,1,1,0,5277,17,0,0,0,1,0,nan,4,0.49985,0.00110183,1.735,0,5.67645,1,0,35.5029,62.6057,0
4,1,1,1,10000,1,1,0,5277,18,1,0,0,1,1,2.71137e-06,4,0.544295,0.00124474,1.588,7.386,13.3141,1,1,137.801,71.411,0
