4,1,1,1,10000,1,1,1,0,1,2277,0,1,0,0,1,1,1.90493e-05,4,0.334165,0.000944639,1.196,5.622,12.4438,1,2,45.6637,68.6213,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,1,0,0,0,1,0,2.52404e+11,4,0.338374,0.000825598,1.142,0,7.52016,1,0,35.5562,1573.5,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,2,0,0,0,1,0,nan,4,0.346465,0.00081652,1.188,0,2.08268,1,0,35.5029,62.601,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,3,1,0,0,1,1,7.24114e-05,4,0.31932,0.000738048,1.267,5.75,13.3706,1,2,148.008,86.3091,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,4,1,0,0,1,1,3.54005e-05,4,0.313098,0.000833883,1.185,4.87367,17.0265,1,3,165.738,85.6359,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,5,1,1,1,1,1,6.0573e-05,4,0.316846,0.00078351,1.23,5.48853,83.2482,1,15,139.856,82.8469,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,6,1,1,1,1,1,6.05054e-05,4,0.319834,0.000760305,1.265,5.55293,84.3954,1,15,137.81,82.514,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,7,1,0,0,1,1,6.05185e-05,4,0.313388,0.000741143,1.219,5.81533,20.3753,1,3,183.639,89.8527,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,8,1,0,0,1,1,7.32296e-08,4,0.335383,0.000803967,1.217,5.2378,28.7093,1,5,137.802,79.4363,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,9,1,0,0,1,1,6.86051e-05,4,0.357765,0.000918297,1.205,6.134,21.0928,1,3,157.316,88.3741,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,10,1,0,0,1,1,6.46636e-05,4,0.319902,0.000723072,1.261,5.7616,31.7797,1,5,137.806,81.9154,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,11,0,0,0,1,0,nan,4,0.318345,0.000770007,1.227,0,3.5151,1,0,35.5029,62.6018,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,12,0,0,0,1,0,2.52199e+11,4,0.332537,0.000787091,1.193,0,9.38723,1,0,35.5537,1573.24,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,13,1,0,0,1,1,5.75443e-06,4,0.323108,0.000738826,1.227,5.807,9.10253,1,1,137.796,79.306,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,14,1,0,0,1,1,6.42717e-05,4,0.317692,0.000767968,1.322,5.73717,38.0375,1,6,152.309,85.3459,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,15,1,0,0,1,1,2.83858e-06,4,0.324041,0.000723356,1.193,5.778,9.88661,1,1,137.941,82.6964,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,16,1,0,0,1,1,9.09326e-05,4,0.314862,0.000851782,1.227,5.79667,21.1755,1,3,184.538,91.2883,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,17,1,0,0,1,1,3.32981e-06,4,0.323583,0.000758771,1.217,5.77,10.2038,1,1,137.838,82.3053,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,18,0,0,0,1,0,nan,4,0.322658,0.00074043,1.223,0,4.67109,1,0,35.5029,62.6024,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,19,1,0,0,1,1,1.14445e-05,4,0.316528,0.000737359,1.23,5.898,16.0731,1,2,147.485,88.4311,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,20,0,0,0,1,0,nan,4,0.374601,0.000889875,1.278,0,5.02822,1,0,35.5029,62.6016,1,0,1,0,0
4,1,1,1,10000,1,1,1,0,1,2277,21,1,0,0,1,1,6.05858e-05,4,0.330095,0.000761803,1.229,5.85533,22.1699,1,3,166.152,88.2792,1,0,1,0,0
