num_robot,opti_t,opti_w_a,opti_w_omega,opti_w_penalty0,opti_w_formation,opti_w_topo,opti_w_sfc,seed,trial,trial_success,solve_success,success_strict,success_any_solution,success_feasible,final_infeasibility,n_solutions,time_topo_s,time_filter_s,time_coarse_s,time_to_s,time_total_s,outer_iters,inner_iters,tf_s,distance_m,config_timed_out
4,1,1,1,10000,1,1.5,1,3042,2,0,0,0,1,0,nan,4,1.00848,0.0385764,1.669,0,87.6643,1,0,34.3057,62.607,0
4,1,1,1,10000,1,1.5,1,3042,3,0,0,0,1,0,2.63396e+11,4,0.992954,0.0382808,1.724,0,83.5853,1,0,34.3056,1060.52,0
4,1,1,1,10000,1,1.5,1,3042,4,0,0,0,1,0,nan,4,1.0122,0.0408409,1.761,0,55.844,1,0,34.3057,62.6062,0
4,1,1,1,10000,1,1.5,1,3042,5,0,0,0,1,0,nan,4,0.986466,0.0373874,1.681,0,95.9444,1,0,34.3057,62.6065,0
4,1,1,1,10000,1,1.5,1,3042,6,0,0,0,1,0,nan,4,0.981395,0.0371845,1.8,0,111.44,1,0,34.3057,62.6078,0
4,1,1,1,10000,1,1.5,1,3042,7,0,0,0,1,0,nan,4,1.00349,0.0398148,1.739,0,76.0251,1,0,34.3057,62.6032,0
4,1,1,1,10000,1,1.5,1,3042,8,0,0,0,1,0,nan,4,1.10003,0.0377132,1.794,0,24.3348,1,0,34.3057,62.6105,0
4,1,1,1,10000,1,1.5,1,3042,9,0,0,0,1,0,nan,4,0.988588,0.0365443,1.77,0,71.9521,1,0,34.3057,62.608,0
4,1,1,1,10000,1,2,1,4042,0,0,0,0,1,0,nan,4,1.00221,0.0382122,1.827,0,32.3283,1,0,34.3057,62.6078,0
4,1,1,1,10000,1,2,1,4042,1,0,0,0,1,0,nan,4,0.999618,0.0389995,1.704,0,91.1451,1,0,34.3057,62.6068,0
4,1,1,1,10000,1,2,1,4042,2,0,0,0,1,0,nan,4,0.977877,0.0396034,1.772,0,112.658,1,0,34.3057,62.6069,0
4,1,1,1,10000,1,2,1,4042,3,1,0,0,1,1,1.18587e-06,4,1.04008,0.0395401,1.787,6.7614,128.48,1,5,43.661,68.0436,0
4,1,1,1,10000,1,2,1,4042,4,0,0,0,1,0,nan,4,0.991504,0.0379241,1.75,0,34.4027,1,0,34.3057,62.6063,0
4,1,1,1,10000,1,2,1,4042,5,0,0,0,1,0,nan,4,1.02069,0.0394361,1.765,0,111.959,1,0,34.3057,62.6046,0
4,1,1,1,10000,1,2,1,4042,6,0,0,0,1,0,nan,4,1.01668,0.0381585,1.809,0,61.8157,1,0,34.3057,62.605,0
4,1,1,1,10000,1,2,1,4042,7,0,0,0,1,0,nan,4,1.01979,0.0427794,1.749,0,140.234,1,0,34.3057,62.6046,0
4,1,1,1,10000,1,2,1,4042,8,0,0,0,1,0,nan,4,0.987562,0.0386249,1.859,0,29.0231,1,0,34.3057,62.6118,0
4,1,1,1,10000,1,2,1,4042,9,0,0,0,1,0,nan,4,1.00253,0.0373128,1.81,0,59.6643,1,0,34.3057,62.6073,0
4,1,1,1,10000,1,1,0,5042,0,0,0,0,1,0,nan,4,1.00509,0.0372436,1.579,0,26.943,1,0,34.3057,62.6035,1
4,1,1,1,10000,1,1,0,5042,1,1,0,0,1,1,1.66712e-07,4,1.00831,0.0452295,1.868,6.79375,163.14,1,4,43.6693,58.5645,1
4,1,1,1,10000,1,1,0,5042,2,0,0,0,1,0,8.14466e+10,4,1.04388,0.0378482,1.786,0,139.811,1,0,34.3247,800.556,1
4,1,1,1,10000,1,1,0,5042,3,0,0,0,1,0,nan,4,1.05262,0.0381624,1.726,0,95.1148,1,0,34.3057,62.6049,1
4,1,1,1,10000,1,1,0,5042,4,0,0,0,1,0,nan,4,1.03868,0.0377769,1.731,0,59.9873,1,0,34.3057,62.6052,1
4,1,1,1,10000,1,1,0,5042,5,0,0,0,1,0,nan,4,1.02843,0.0379403,1.766,0,64.9085,1,0,34.3057,62.6049,1
4,1,1,1,10000,1,1,0,5042,6,0,0,0,1,0,nan,4,1.00631,0.0363712,1.816,0,95.683,1,0,34.3057,62.6055,1
4,1,1,1,10000,1,1,0,5042,7,1,0,0,1,1,1.59096e-05,4,1.07691,0.038636,1.798,6.84133,132.405,1,3,44.1144,58.4358,1
4,1,1,1,10000,1,1,0,5042,8,0,0,0,1,0,nan,4,1.04571,0.0400695,1.844,0,53.4885,1,0,34.3057,62.6053,1
4,1,1,1,10000,1,1,0.5,6042,0,0,0,0,1,0,nan,4,1.02271,0.0367913,2.007,0,36.6221,1,0,34.1593,65.2174,1
4,1,1,1,10000,1,1,0.5,6042,1,0,0,0,1,0,1.42727e+11,4,0.969724,0.0391934,2.053,0,60.118,1,0,34.1575,669.152,1
4,1,1,1,10000,1,1,0.5,6042,2,0,0,0,1,0,4.11753e+10,4,1.03085,0.0391975,2.149,6.98325,236.47,1,12,42.7923,4216.48,1
4,1,1,1,10000,1,1,0.5,6042,3,0,0,0,1,0,nan,4,0.981204,0.0421215,2.145,0,68.0305,1,0,34.1593,65.2159,1
4,1,1,1,10000,1,1,0.5,6042,4,0,0,0,1,0,nan,4,0.98927,0.0438452,2.007,0,93.1231,1,0,34.1593,65.2157,1
4,1,1,1,10000,1,1,0.5,6042,5,0,0,0,1,0,nan,4,1.02346,0.046962,2.084,0,114.928,1,0,34.1593,65.2183,1
4,1,1,1,10000,1,1,0.5,6042,6,0,0,0,1,0,nan,4,0.997709,0.0361984,2.063,0,74.525,1,0,34.1593,65.2137,1
4,1,1,1,10000,1,1,0.5,6042,7,0,0,0,1,0,nan,4,0.986826,0.0359865,2.163,0,54.2702,1,0,34.1593,65.219,1
4,1,1,1,10000,1,1,0.5,6042,8,0,0,0,1,0,nan,4,0.973929,0.0382936,2.071,0,45.8283,1,0,34.1593,65.2086,1
4,1,1,1,10000,1,1,1,7042,0,0,0,0,1,0,nan,4,1.0092,0.0372531,1.575,0,42.8212,1,0,34.3057,62.6051,1
4,1,1,1,10000,1,1,1,7042,1,0,0,0,1,0,nan,4,0.984219,0.0381285,1.667,0,129.111,1,0,34.3057,62.6062,1
4,1,1,1,10000,1,1,1,7042,2,0,0,0,1,0,8.28268e+10,4,1.01992,0.0379683,1.725,0,94.5248,1,0,34.3173,800.694,1
4,1,1,1,10000,1,1,1,7042,3,1,0,0,1,1,8.55443e-06,4,1.02124,0.0383202,1.817,6.842,74.2382,1,4,43.095,68.7163,1
4,1,1,1,10000,1,1,1,7042,4,0,0,0,1,0,nan,4,0.999264,0.0389486,1.601,0,74.8616,1,0,34.3057,62.6091,1
4,1,1,1,10000,1,1,1,7042,5,0,0,0,1,0,nan,4,0.993892,0.037168,1.775,0,61.3851,1,0,34.3057,62.6069,1
4,1,1,1,10000,1,1,1,7042,6,0,0,0,1,0,nan,4,1.03782,0.0391136,1.643,0,108.958,1,0,34.3057,62.608,1
4,1,1,1,10000,1,1,1,7042,7,0,0,0,1,0,nan,4,0.974534,0.0364788,1.949,0,140.133,1,0,34.3057,62.6027,1
4,1,1,1,10000,1,1,1,7042,8,0,0,0,1,0,8.28416e+10,4,1.02767,0.0388752,1.749,0,124.957,1,0,34.316,799.062,1
4,1,1,1,10000,1,1,1.5,8042,0,0,0,0,1,0,8.33454e+10,4,0.977886,0.0365838,1.573,0,99.1284,1,0,34.307,800.638,1
4,1,1,1,10000,1,1,1.5,8042,1,0,0,0,1,0,nan,4,0.989345,0.0381262,1.693,0,153.901,1,0,34.3057,62.6093,1
4,1,1,1,10000,1,1,1.5,8042,2,0,0,0,1,0,nan,4,1.0077,0.0398868,1.767,0,80.4079,1,0,34.3057,62.6076,1
4,1,1,1,10000,1,1,1.5,8042,3,0,0,0,1,0,nan,4,1.01572,0.0394449,1.751,0,101.414,1,0,34.3057,62.6069,1
4,1,1,1,10000,1,1,1.5,8042,4,1,0,0,1,1,8.56235e-06,4,1.01263,0.0388866,1.801,7.062,105.886,1,1,45.6634,66.2605,1
4,1,1,1,10000,1,1,1.5,8042,5,0,0,0,1,0,nan,4,1.01957,0.0378126,1.674,0,76.0031,1,0,34.3057,62.6035,1
4,1,1,1,10000,1,1,1.5,8042,6,0,0,0,1,0,nan,4,1.02462,0.0376318,1.95,0,143.908,1,0,34.3057,62.6067,1
4,1,1,1,10000,1,1,1.5,8042,7,1,0,0,1,1,6.71512e-07,4,1.01932,0.0391511,1.913,6.77371,117.424,1,7,45.7318,69.4322,1
4,1,1,1,10000,1,1,2,9042,0,0,0,0,1,0,nan,4,0.975298,0.0392614,1.674,0,73.1962,1,0,34.3057,62.6046,0
4,1,1,1,10000,1,1,2,9042,1,0,0,0,1,0,nan,4,0.999284,0.0399781,1.687,0,124.327,1,0,34.3057,62.6047,0
4,1,1,1,10000,1,1,2,9042,2,0,0,0,1,0,nan,4,1.01175,0.0437659,1.878,0,78.6746,1,0,34.3057,62.6067,0
4,1,1,1,10000,1,1,2,9042,3,0,0,0,1,0,nan,4,1.04131,0.03986,2.15,0,95.8988,1,0,34.3057,62.6068,0
4,1,1,1,10000,1,1,2,9042,4,0,0,0,1,0,nan,4,1.0168,0.0387325,1.801,0,50.0445,1,0,34.3057,62.6051,0
4,1,1,1,10000,1,1,2,9042,5,0,0,0,1,0,nan,4,1.03556,0.0399273,1.89,0,67.0647,1,0,34.3057,62.6094,0
4,1,1,1,10000,1,1,2,9042,6,0,0,0,1,0,nan,4,1.06197,0.0392038,1.879,0,57.7503,1,0,34.3057,62.6068,0
4,1,1,1,10000,1,1,2,9042,7,0,0,0,1,0,8.36677e+10,4,1.13627,0.0499717,1.946,0,55.3257,1,0,34.3049,801.455,0
4,1,1,1,10000,1,1,2,9042,8,0,0,0,1,0,nan,4,1.07698,0.0408275,1.938,0,41.3492,1,0,34.3057,62.6049,0
4,1,1,1,10000,1,1,2,9042,9,0,0,0,1,0,nan,4,1.04833,0.0419407,1.71,0,129.896,1,0,34.3057,62.6046,0
4,1,1,1,10000,0,1,1,10042,0,0,0,0,1,0,5.30188e+10,4,1.03462,0.0390493,1.69,0,117.332,1,0,35.0122,1198.9,0
4,1,1,1,10000,0,1,1,10042,1,0,0,0,1,0,nan,4,0.962059,0.0355238,1.691,0,35.0841,1,0,34.3057,62.6048,0
4,1,1,1,10000,0,1,1,10042,2,0,0,0,1,0,nan,4,1.02094,0.0399031,1.795,0,27.5512,1,0,34.3057,62.605,0
4,1,1,1,10000,0,1,1,10042,3,0,0,0,1,0,5.14408e+10,4,1.0267,0.040584,1.886,0,108.043,1,0,35.3231,1206.13,0
4,1,1,1,10000,0,1,1,10042,4,0,0,0,1,0,nan,4,1.02313,0.0397042,1.947,0,57.365,1,0,34.3057,62.6078,0
4,1,1,1,10000,0,1,1,10042,5,0,0,0,1,0,nan,4,1.09608,0.041275,1.978,0,82.304,1,0,34.3057,62.6079,0
4,1,1,1,10000,0,1,1,10042,6,0,0,0,1,0,nan,4,1.05981,0.0409493,2.014,0,57.6062,1,0,34.3057,62.6053,0
4,1,1,1,10000,0,1,1,10042,7,0,0,0,1,0,nan,4,1.0573,0.0417671,1.954,0,99.0382,1,0,34.3057,62.6091,0
4,1,1,1,10000,0,1,1,10042,8,0,0,0,1,0,nan,4,1.03644,0.0395926,1.878,0,54.1678,1,0,34.3057,62.6066,0
4,1,1,1,10000,0,1,1,10042,9,0,0,0,1,0,nan,4,1.04885,0.0402505,1.992,0,70.3195,1,0,34.3057,62.6059,0
4,1,1,1,10000,0.5,1,1,11042,0,0,0,0,1,0,nan,4,1.03882,0.0387477,1.761,0,70.2257,1,0,34.3057,62.6074,1
4,1,1,1,10000,0.5,1,1,11042,1,0,0,0,1,0,nan,4,1.02734,0.0442124,1.837,0,165.168,1,0,34.3057,62.6079,1
4,1,1,1,10000,0.5,1,1,11042,2,0,0,0,1,0,nan,4,1.0256,0.0389523,1.847,0,130.601,1,0,34.3057,62.6053,1
4,1,1,1,10000,0.5,1,1,11042,3,0,0,0,1,0,nan,4,1.00613,0.0418271,1.89,0,147.532,1,0,34.3057,62.6062,1
4,1,1,1,10000,0.5,1,1,11042,4,0,0,0,1,0,nan,4,1.00204,0.0387877,1.972,0,99.5687,1,0,34.3057,62.6043,1
4,1,1,1,10000,0.5,1,1,11042,5,0,0,0,1,0,nan,4,1.09352,0.0419474,1.867,0,138.062,1,0,34.3057,62.6064,1
4,1,1,1,10000,0.5,1,1,11042,6,0,0,0,1,0,nan,4,1.09556,0.0383606,1.914,0,55.8694,1,0,34.3057,62.6054,1
4,1,1,1,10000,1,1,1,12042,0,0,0,0,1,0,8.32871e+10,4,1.03855,0.0376766,1.693,0,57.6741,1,0,34.3056,800.912,1
4,1,1,1,10000,1,1,1,12042,1,0,0,0,1,0,nan,4,1.03375,0.0417412,1.72,0,131.64,1,0,34.3057,62.6068,1
4,1,1,1,10000,1,1,1,12042,2,0,0,0,1,0,nan,4,1.0677,0.0381254,1.819,0,105.578,1,0,34.3057,62.602,1
4,1,1,1,10000,1,1,1,12042,3,0,0,0,1,0,nan,4,1.03765,0.0387071,1.88,0,165.25,1,0,34.3057,62.602,1
4,1,1,1,10000,1,1,1,12042,4,0,0,0,1,0,nan,4,0.994373,0.0404011,1.676,0,36.6471,1,0,34.3057,62.6056,1
4,1,1,1,10000,1,1,1,12042,5,0,0,0,1,0,nan,4,1.09189,0.0389346,1.859,0,95.0006,1,0,34.3057,62.6076,1
4,1,1,1,10000,1,1,1,12042,6,0,0,0,1,0,nan,4,1.09032,0.0393311,1.845,0,88.7904,1,0,34.3057,62.6043,1
4,1,1,1,10000,1,1,1,12042,7,0,0,0,1,0,nan,4,1.01023,0.0385364,2.007,0,104.089,1,0,34.3057,62.6042,1
4,1,1,1,10000,1,1,1,12042,8,1,0,0,1,1,2.83917e-06,4,1.03642,0.0402469,1.947,7.259,75.1053,1,3,51.1954,69.3882,1
4,1,1,1,10000,1.5,1,1,13042,0,0,0,0,1,0,nan,4,1.00268,0.0378269,1.542,0,180.114,1,0,34.3057,62.6093,1
4,1,1,1,10000,1.5,1,1,13042,1,0,0,0,1,0,nan,4,0.96724,0.0382048,1.79,0,120.591,1,0,34.3057,62.6086,1
4,1,1,1,10000,1.5,1,1,13042,2,1,0,0,1,1,2.87305e-05,4,0.972681,0.0526449,1.646,7.446,137.027,1,1,58.9572,68.275,1
4,1,1,1,10000,1.5,1,1,13042,3,1,0,0,1,1,3.54133e-05,4,1.07627,0.0400867,1.719,7.3,199.795,1,1,55.4226,68.1448,1
4,1,1,1,10000,1.5,1,1,13042,4,0,0,0,1,0,nan,4,0.961221,0.0357314,1.655,0,145.815,1,0,34.3057,62.6031,1
4,1,1,1,10000,1.5,1,1,13042,5,0,0,0,1,0,8.93463e+10,4,0.961803,0.0391178,1.877,0,131.125,1,0,34.3034,728.876,1
4,1,1,1,10000,2,1,1,14042,0,0,0,0,1,0,nan,4,-1.48444,0.0385796,1.583,0,64.2148,1,0,34.3057,62.6078,0
4,1,1,1,10000,2,1,1,14042,1,0,0,0,1,0,nan,4,1.0477,0.0390483,1.656,0,70.0894,1,0,34.3057,62.6055,0
4,1,1,1,10000,2,1,1,14042,2,0,0,0,1,0,9.32541e+10,4,1.05944,0.038638,2.009,0,47.5396,1,0,34.3038,676.041,0
4,1,1,1,10000,2,1,1,14042,3,0,0,0,1,0,nan,4,1.0976,0.0480434,1.802,0,24.5171,1,0,34.3057,62.6057,0
4,1,1,1,10000,2,1,1,14042,4,0,0,0,1,0,nan,4,1.0551,0.0442563,2.024,0,75.4785,1,0,34.3057,62.6087,0
4,1,1,1,10000,2,1,1,14042,5,1,0,0,1,1,1.71737e-08,4,1.04494,0.043289,1.673,7.461,100.648,1,1,121.112,70.8156,0
4,1,1,1,10000,2,1,1,14042,6,0,0,0,1,0,nan,4,1.04717,0.0400818,1.883,0,109.335,1,0,34.3057,62.6058,0
4,1,1,1,10000,2,1,1,14042,7,0,0,0,1,0,nan,4,0.982487,0.0376417,1.693,0,40.33,1,0,34.3057,62.6086,0
4,1,1,1,10000,2,1,1,14042,8,0,0,0,1,0,nan,4,1.10424,0.0460579,1.947,0,52.9522,1,0,34.3057,62.6068,0
4,1,1,1,10000,2,1,1,14042,9,0,0,0,1,0,nan,4,1.05285,0.039903,1.656,0,146.065,1,0,34.3057,62.6088,0
